Equipment County,Equipment Borough,Equipment Street No.,Equipment Street Address,Equipment City,Equipment Zip Code,Equip. Unique ID,Intended Use,Manufacturer,Model,Cooling Capacity,Cooling Capacity Unit,Commissioned Date,Inspection Date,Date of Bacteriological Sample Collection,Date of Legionella Sample Collection ,"Last Legionella Sample Result > 1,000 CFU/mL",Location 1
Erie,,462, grider st,Buffalo,14215,1076,Air Conditioning,TOWER TECH,TTXL-101950,1200,Tonnage,8/14/13,6/20/17,8/10/17,8/10/17,no,"(42.92726673449972, -78.82922888381142)"
Erie,,462, grider st,Buffalo,14215,1079,Air Conditioning,TOWER TECH,TTXL-101950,1200,Tonnage,8/14/13,6/20/17,8/10/17,8/10/17,no,"(42.92726673449972, -78.82922888381142)"
Schenectady,,39,Swaggertown Rd,Glenville,12302,1634,Air Conditioning,Evapco,Atwb-9-3h8-2,33410,,8/15/13,5/11/17,5/11/17,5/11/17,no,"(42.84620516773515, -73.94879124266514)"
Queens,Queens,162-10,Jamaica Ave,Jamaica,11433,8025,Air Conditioning,CWT- Cool Water Technologies,RTA 491,,BTU,8/15/13,10/15/16,11/20/15,11/20/15,no,"(40.70436128984087, -73.79725826202707)"
New York,Manhattan,430,East 67th Street,New York,10065,913,Air Conditioning,Marley,NC8413SM-12,,Tonnage,8/20/13,8/4/17,7/10/16,7/10/16,no,"(40.7638399, -73.956855344)"
New York,Manhattan,430,East 67th Street,New York,10065,915,Air Conditioning,Marley,NC8413SM-12,,Tonnage,8/20/13,8/4/17,7/10/16,7/10/16,no,"(40.7638399, -73.956855344)"
New York,Manhattan,430,East 67th Street,New York,10065,917,Air Conditioning,Marley,NC8413SM-12,,Tonnage,8/20/13,8/4/17,7/10/17,7/10/16,no,"(40.7638399, -73.956855344)"
New York,Manhattan,430,East 67th Street,New York,10065,918,Air Conditioning,Marley,NC8413SM-12,,Tonnage,8/20/13,8/4/17,7/10/17,7/10/17,no,"(40.7638399, -73.956855344)"
New York,Manhattan,430,East 67th Street,New York,10065,926,Air Conditioning,Marley,NC8405SG-12,,Tonnage,8/20/13,8/5/17,7/10/17,7/10/17,no,"(40.7638399, -73.956855344)"
New York,Manhattan,430,East 67th Street,New York,10065,929,Air Conditioning,Marley,NC8405SG-12,,Tonnage,8/20/13,8/5/17,7/10/17,7/10/17,no,"(40.7638399, -73.956855344)"
New York,Manhattan,51,astor place,New York,10003,2316,Air Conditioning,Baltimore Air Coil Company,3583C,1400,Tonnage,8/20/13,5/30/17,6/12/17,5/30/17,no,"(40.72996156715015, -73.99041227543005)"
Wayne,,10273,lummisville road,Wolcott,14590,8230,Refrigeration,evapco,pmc-481e-1g,341,Tonnage,8/22/13,3/8/17,3/29/17,3/8/17,no,"(43.2426458750123, -76.89691885247034)"
New York,Manhattan,675,6 Ave,New York,11215,10788,Air Conditioning,BAC,VF1-048-31M,200,Tonnage,8/23/13,4/10/17,4/10/17,4/10/17,no,"(40.66098701999704, -73.99001847538578)"
Clinton,,74,Weed Street,Plattsburgh,12901,4110,Other,SPX Cooling Technologies/Marley,NC8405PAN,1250,Tonnage,8/24/13,7/11/17,6/6/16,6/6/17,no,"(44.71177119, -73.452951338)"
Chemung,,459,Philo Road,Elmira,14903,3736,Air Conditioning,Baltimore Air Coil,VFI-027-31K,62,Tonnage,8/30/13,5/18/17,7/26/17,7/27/17,no,"(42.1506106555189, -76.83509821201636)"
Orleans,,14234,Ridge Rd,Albion,14411,4372,Refrigeration,Evapco,ECO-ATC-487,345,Tonnage,8/30/13,6/22/17,8/4/17,6/21/17,no,"(43.28456780004436, -78.20097397961611)"
New York,Manhattan,729,7th ave,New York,10019,1279,Air Conditioning,Evapco,AT 19-66,120,Tonnage,9/1/13,,,,no,"(40.760214900817395, -73.98369838308245)"
New York,Manhattan,1652,Broadway,New York,,1310,Air Conditioning,Baltimore Aircoil Company,3866-2CEMES,1600,Tonnage,9/1/13,8/27/15,9/1/15,,no,"(40.762053159, -73.983538696)"
New York,Manhattan,89,E 42 St,New York,11203,1683,Air Conditioning,Baltimore Air Coil,3985C-PM/S,867,Tonnage,9/1/13,5/22/17,8/21/17,6/28/17,no,"(40.65388169647986, -73.9382089812965)"
New York,Manhattan,89,E 42 St,New York,11203,1686,Air Conditioning,Baltimore Air Coil,3985C-PM/S,867,Tonnage,9/1/13,5/22/17,8/21/17,6/28/17,no,"(40.65388169647986, -73.9382089812965)"
New York,Manhattan,89,E 42 St,New York,11203,1690,Air Conditioning,Baltimore Air Coil,3985C-PM/S,867,Tonnage,9/1/13,5/22/17,8/21/17,6/28/17,no,"(40.65388169647986, -73.9382089812965)"
New York,Manhattan,89,E 42 St,New York,11203,1692,Air Conditioning,Baltimore Air Coil,3985C-PM/S,867,Tonnage,9/1/13,5/22/17,8/21/17,6/28/17,no,"(40.65388169647986, -73.9382089812965)"
Westchester,,400,E Main St,Mount Kisco,10549,2049,Other,Baltimore Aircoil of Canada,38720,830,Tonnage,9/1/13,6/7/17,1/26/17,1/26/17,no,"(41.19682501980146, -73.72450406555474)"
Westchester,,565,Warburton Ave,Yonkers,10701,5249,Air Conditioning,Baltimore Air Coil Company,Series 3240C-JM-2 (2 cell tower),450,Tonnage,9/1/13,8/8/17,8/8/17,8/8/17,no,"(40.955737794, -73.896225569)"
Orange,,1422,Long Meadow Rd,Tuxedo Park,10987,5280,Air Conditioning,Marley,8811,500,Tonnage,9/1/13,7/26/17,8/29/17,7/7/17,no,"(41.226568942, -74.216749153)"
Orange,,1422,Long Meadow Road,Tuxedo Park,10987,5285,Air Conditioning,Marley,Aquatower 9871,91,Tonnage,9/1/13,7/26/16,8/29/17,7/20/17,no,"(41.226568942, -74.216749153)"
Westchester,,565,Warburton Ave,yonkers,10701,5899,Air Conditioning,Baltimore Aircoil Company,3240c-jm-2,225,Tonnage,9/1/13,8/20/15,,8/20/15,no,"(40.955737794, -73.896225569)"
New York,Manhattan,60,East 42nd  Street,New York,10035,6351,Air Conditioning,EVAPCO,8-348404,60,Tonnage,9/1/13,4/6/17,5/30/17,4/6/17,no,"(40.752285054, -73.978463982)"
New York,Manhattan,386,Park Ave So,New York,10016,6352,Air Conditioning,CWT,RTCH-55-A,80,Tonnage,9/1/13,4/6/17,5/30/17,4/6/17,no,"(40.74291780128113, -73.98460962037602)"
Ontario,,196,North St.,Geneva,14456,6814,Air Conditioning,TowerTech,TTXL-061975,600,Tonnage,9/1/13,3/17/17,6/26/17,6/26/17,no,"(42.876257807, -76.987689446)"
New York,Manhattan,425,Avenue of the Americas,New York,10011,8616,Air Conditioning,BAC,VTC-116-M,116,Tonnage,9/1/13,,,,no,"(40.73471243482544, -73.99899471311817)"
New York,Manhattan,18,Gramercy Park South,New York,10003,8729,Air Conditioning,Baltimore Aircoil,VTL-209-0,,BTU,9/1/13,12/15/16,1/18/17,11/30/16,no,"(40.7376255902106, -73.98636556953814)"
New York,Manhattan,1285,Avenue of the Americas,New York,10019,8984,Air Conditioning,Marley,NC8407PCN,540,Tonnage,9/1/13,5/18/17,5/18/17,4/20/17,no,"(40.76093468051674, -73.97996189856096)"
Monroe,,620,Faculty Road,Rochester,14627,2333,Air Conditioning,BAC,VF1-018-02H,14,Tonnage,9/2/13,6/19/17,7/14/17,7/10/17,no,"(43.130626279, -77.629942679)"
New York,Manhattan,110,57th St,New York,10019,3482,Air Conditioning,Evapco,AT-19-56,200,Tonnage,9/2/13,,,,no,"(40.764482271454334, -73.97770910462496)"
Erie,,1,Seymour H Knox Iii Plz,Buffalo,14203,4713,Refrigeration,BAC,NA,500,Tonnage,9/2/13,3/18/16,4/10/17,2/13/17,no,"(42.875021637, -78.876594251)"
Genesee,,5011,Agpark Dr W,Batavia,14020,8817,Refrigeration,BAC ,15296,275,Tonnage,9/2/13,3/31/17,5/25/17,7/20/17,no,"(42.98429959535502, -78.14661688089468)"
Suffolk,,2,Center St.,Upton,11973,2265,Air Conditioning,Marley,MCW901127HRR1C,50,Tonnage,9/3/13,9/10/15,,,no,"(40.86561697439507, -72.88016611921438)"
Suffolk,,66,Commack Road,Commack,11725,10755,Air Conditioning,IMECO,EFCC2234,150,Tonnage,9/5/13,4/12/17,5/22/17,4/21/17,no,"(40.8408972968594, -73.29268912813015)"
New York,Manhattan,953,third avenue ,new york,10022,6116,Air Conditioning,evapco,lpt-5512d,170,Tonnage,9/6/13,8/18/15,7/29/15,7/29/15,no,"(40.760220372, -73.967397082)"
New York,Manhattan,501,7th Avenue,New York,10018,10325,Air Conditioning,Marley,NC841156-13,750,Tonnage,9/9/13,9/19/16,11/8/16,9/28/16,no,"(40.75302470715302, -73.98892796830789)"
Livingston,,3289,Genesee St,Piffard ,14533,2823,Refrigeration,BAC,VCL-52,20,Tonnage,9/10/13,10/11/16,6/6/17,4/4/17,no,"(42.827838731, -77.846697533)"
Suffolk,,02A,Circle Road,Stony Brook,11790,1116,Air Conditioning,Baltimore Air Coil,1511772,177,Tonnage,9/11/13,7/5/17,7/3/17,7/5/17,no,"(40.90994510081933, -73.12255337752663)"
Suffolk,,02A ,Circle Road,Stony Brook,11790,1153,Air Conditioning,Baltimore Air Coil,151177-2,177,Tonnage,9/11/13,7/5/17,7/3/17,7/5/17,no,"(40.90994510081933, -73.12255337752663)"
Oswego,,22,Takamine St.,Oswego,13126,2354,Air Conditioning,BAC,15214-HM-2,400,Tonnage,9/11/13,5/22/17,7/18/17,5/22/17,no,"(43.455059618, -76.536743302)"
Wayne,,4949,State Route 104,Williamson,14589,8332,Other,Baltimore Aircoil Company,3872C,400,Tonnage,9/11/13,1/6/17,2/7/14,2/7/14,no,"(43.23640141558769, -77.14466416410592)"
Westchester,,111,Fairview Park Drive,Elmsford,10523,4043,Refrigeration,Evapco,AT-112-318,85,Tonnage,9/12/13,2/16/17,3/24/17,5/10/17,no,"(41.070449411, -73.823729403)"
New York,Manhattan,885,2nd Avenue,New York,10017,555,Air Conditioning,SPX Marley,NC8411TAN4BGK,4000,Tonnage,9/16/13,7/10/17,8/28/17,7/18/17,no,"(40.75342703993188, -73.96985914765649)"
New York,Manhattan,136,East 57th St,New York,10022,8480,Air Conditioning,Marley,492G,28,Tonnage,9/16/13,1/28/16,9/17/15,9/17/15,no,"(40.760687248273335, -73.96895334765692)"
New York,Manhattan,393,Seventh Avenue,New York,10001,2204,Air Conditioning,EVAPCO,UT-19-311,450,Tonnage,9/18/13,5/23/16,,6/1/16,no,"(40.749370466, -73.991719259)"
New York,Manhattan,11,Penn Plaza,New York,10001,2211,Air Conditioning,EVAPCO,UT-19-311,450,Tonnage,9/18/13,5/23/16,8/17/15,6/1/16,no,"(40.749376228, -73.991512909)"
New York,Manhattan,11,Penn Plaza,New York,10001,2212,Air Conditioning,EVAPCO,UT-19-311,450,Tonnage,9/18/13,5/23/16,11/2/15,6/1/16,no,"(40.749376228, -73.991512909)"
New York,Manhattan,1002,Brighton Beach Ave,Brooklyn,11235,9744,Air Conditioning,Marley Aquatower,493A,36,Tonnage,9/19/13,6/2/17,5/30/17,6/2/17,no,"(40.57793545357472, -73.95900777805126)"
Oneida,,4317,Middle Settlement Road,New Hartford,13413,649,Other,BAC,3583,1000,Tonnage,9/20/13,7/30/17,7/10/17,8/8/17,no,"(43.07538961562635, -75.34208093292737)"
Monroe,,300,Science Parkway,Rochester,14620,4156,Air Conditioning,Baltimore Aircoil Comp.,3473C-KM/Q,300,Tonnage,9/23/13,6/8/17,8/15/17,5/10/17,no,"(43.120011779, -77.610224743)"
New York,Manhattan,521,West Hoffman Ave,Lindenhurst,11757,7743,Other,BAC,VXT-75A,225,Tonnage,9/26/13,8/14/15,8/14/15,,no,"(40.68342575432294, -73.38402049201672)"
Onondaga,,750,E Adams St,Syracuse,13210,4995,Air Conditioning,EVAPCO,AT39-842,1197,Tonnage,10/1/13,7/26/17,7/5/17,7/6/17,no,"(43.042158191332526, -76.14025094411818)"
New York,Manhattan,330,Hudson Street,New York,,6646,Air Conditioning,SPX Cooling Technologies,NC8409VCNZBGF,2000,BTU,10/1/13,,,,no,"(40.727018762, -74.007181506)"
Kings,Brooklyn,340,Court street,Brooklyn,11231,10307,Air Conditioning,Evapco,ATW-204-3K-2,124620,Tonnage,10/1/13,10/31/16,,,no,"(40.6826274844618, -73.99585513900966)"
Richmond,Staten Island,4435,Victory Boulevard,STATEN ISLAND,10314,359,Other,Baltimore Aircoil Company,3648C,,BTU,10/8/13,8/12/15,,,no,"(40.587008221, -74.199076821)"
Richmond,Staten Island,4435,Victory Blvd,Staten Island,10314,8284,Other,Baltimore Aircoil Company,3648C,,BTU,10/8/13,12/18/15,12/18/15,12/18/15,no,"(40.587016445880224, -74.1990783239925)"
Erie,,172,Eaton Street,Springville,14141,1847,Air Conditioning,Evapco,ATWB 4-3F12-Z,70,Tonnage,10/11/13,9/8/15,9/28/16,9/28/16,no,"(42.513393455, -78.673011102)"
Westchester,,660,White Plains Rd.,Tarrytown,10591,10470,Air Conditioning,Marley,NC8405QAN2CGF,800,Tonnage,10/16/13,8/1/16,9/19/16,10/14/16,no,"(41.05991692532702, -73.83462831584396)"
New York,Manhattan,155,E 31st Street,New York,10016,785,Air Conditioning,Evapco,USS-19-914,413,Tonnage,10/19/13,7/26/16,6/27/16,9/22/16,no,"(40.744317838, -73.980549783)"
New York,Manhattan,89,Washington Place,New York,10011,10740,Other,B.AC.,VT0102L,100,Tonnage,10/30/13,3/28/17,2/8/17,2/8/17,no,"(40.732170752790054, -74.00007652953006)"
New York,Manhattan,160,Central Park South,New York,10019,6195,Air Conditioning,Baltimore Aircoil Company,3728C-OM-2,1456,Tonnage,10/31/13,9/9/15,9/9/15,9/9/15,no,"(40.766450955, -73.97846929)"
St. Lawrence,,44,Pierrepont Ave,Potsdam,13676,5538,Refrigeration,Evapco,AT 19-88,227,Tonnage,11/1/13,5/16/17,2/15/17,5/4/17,no,"(44.66916500397496, -74.98246033875625)"
Bronx,Bronx,2049,Bartow Avenue,Bronx,10475,7346,Air Conditioning,Evapco,AT-19-78,133,Tonnage,11/1/13,,,,no,"(40.870856879594214, -73.82932832505943)"
New York,Manhattan,135,East 79th Street,New York,10075,10411,Air Conditioning,BAC,FXV-1212C-36D-L,78750,CFM,11/1/13,,,,no,"(40.77508710836016, -73.9590439733604)"
Niagara,,200,Upper Mountain Rd,Lockport,14094,786,Other,Marley,NC8021GS,900,Tonnage,11/4/13,6/20/17,6/20/17,6/20/17,no,"(43.165100914332726, -78.73441666717932)"
New York,Manhattan,305,East 63rd Street,New York,10065,6572,Air Conditioning,BAC,15270-2,540,Tonnage,11/4/13,6/20/17,5/19/17,5/19/17,no,"(40.76290888, -73.961772729)"
New York,Manhattan,387,Park Avenue South,New York,10016,8002,Air Conditioning,Evapco,AT-210-924,900,Tonnage,11/6/13,9/20/16,5/10/17,3/8/17,no,"(40.74283440726228, -73.98422276454434)"
New York,Manhattan,214,west 42nd street,New York,10036,8957,Air Conditioning,mammoth,CLHBHEFP-554-G410,,BTU,11/10/13,,,,no,"(40.75620308020091, -73.98771754642051)"
Broome,,1,Acre Place,Binghamton,13904,8173,Air Conditioning,BAC,vf1-018-12h,14,Tonnage,11/11/13,10/20/15,10/20/15,,no,"(42.103029298143205, -75.84422534091294)"
Chenango,,5345,State Highway 12,Norwich,13815,3170,Other,BAC,VTO-032,32,Tonnage,11/15/13,5/9/17,5/9/17,5/9/17,no,"(42.495357142, -75.532309858)"
New York,Manhattan,1717,Broadway,New York,11207,10185,Air Conditioning,Baltimore Aircoil Company,Series 300 model # 3527C,2700,Tonnage,11/15/13,7/25/17,7/25/17,7/25/17,no,"(40.68354000766623, -73.91132593559499)"
Nassau,,39,Forest Avenue,Glen Cove,11542,7357,Air Conditioning,Baltimore Air Coil,VTO-075-K,75,Tonnage,11/19/13,10/1/15,10/1/15,,no,"(40.871678344, -73.627125332)"
Erie,,3556,LAKESHORE RD.,Buffalo,14219,7494,Air Conditioning,EVAPCO,AT-19-79,232,BTU,11/19/13,8/2/17,8/2/17,8/2/17,no,"(42.792196681881535, -78.84916390135871)"
Onondaga,,101,Forestry Drive ,Syracuse,13210,3018,Other,Recold,MW64B,116,Tonnage,11/20/13,7/20/17,8/8/17,7/20/17,no,"(43.035218402331125, -76.13592942830915)"
New York,Manhattan,413,East 69th Street,New York,10021,2644,Refrigeration,Marley,NC8414WCN,1200,Tonnage,11/30/13,6/17/17,7/18/17,6/13/17,no,"(40.765772368, -73.957029022)"
New York,Manhattan,413,East 69th Street,New York,10021,2645,Refrigeration,Marley,NC8414WCN,1200,Tonnage,11/30/13,6/17/17,7/18/17,6/13/17,no,"(40.765772368, -73.957029022)"
New York,Manhattan,413,East 69th Street,New York,10021,2646,Refrigeration,Marley,NC8414WCN,1200,Tonnage,11/30/13,6/13/17,7/18/17,6/13/17,no,"(40.765772368, -73.957029022)"
New York,Manhattan,413,East 69th Street,New York,10021,2647,Refrigeration,Marley,NC8414WCN,1200,Tonnage,11/30/13,6/17/17,7/18/17,6/13/17,no,"(40.765772368, -73.957029022)"
Bronx,Bronx,2225,Webster Ave,Bronx,10457,8062,Refrigeration,Baltimore Aircoil Company (BAC) ,3358C-2,349,Tonnage,12/1/13,10/24/16,6/21/17,6/28/17,no,"(40.85478555721135, -73.89675159645022)"
Queens,Queens,63-25 ,Main St,Flushing,11367,8080,Air Conditioning,Marley,NCA309CL2SB,565,Tonnage,12/1/13,9/20/16,6/21/17,6/23/17,no,"(40.73911046279059, -73.82436816068648)"
Queens,Queens,63-25 ,Main St,Flushing,11367,8081,Air Conditioning,Marley,NCA309CL2SB,565,Tonnage,12/1/13,9/20/16,6/21/17,6/23/17,no,"(40.73911046279059, -73.82436816068648)"
Queens,Queens,121-10,Rockaway Blvd,South Ozone Park,11420,8083,Air Conditioning,Marley,NC8402QAN2BGF,285,Tonnage,12/1/13,9/26/16,6/28/17,6/1/17,no,"(40.67548654094623, -73.8165670849952)"
New York,Manhattan,525,W 50th St,New York,10019,8102,Refrigeration,Baltimore Aircoil Company (BAC),FXT-175,120,Tonnage,12/1/13,,,,no,"(40.765558993321044, -73.99358576258598)"
New York,Manhattan,411,Pearl St,New York,10038,8104,Air Conditioning,Marley,NC8405QAN2CGF,100,Tonnage,12/1/13,8/11/16,6/28/17,7/19/16,no,"(40.71147848504298, -74.00117092887693)"
New York,Manhattan,1020,Park Avenue,New York,10028,8701,Air Conditioning,Evapco,USS 19-514,,BTU,12/1/13,8/18/15,,,no,"(40.77990808769283, -73.957719766126)"
Bronx,Bronx,2225,Webster Ave,Bronx,10457,9861,Air Conditioning,Baltimore Aircoil Company (BAC) ,3358C-2,349,Tonnage,12/1/13,10/24/16,8/14/17,5/5/17,no,"(40.85478555721135, -73.89675159645021)"
Queens,Queens,121-10,Rockaway Blvd,South Ozone Park,11420,9868,Refrigeration,Marley,NC8402QAN2BGF,285,Tonnage,12/1/13,9/26/16,7/5/17,6/1/17,no,"(40.67548654094623, -73.8165670849952)"
New York,Manhattan,411,Pearl St,New York,10038,9874,Air Conditioning,Marley,NC8405QAN2CGF,100,Tonnage,12/1/13,8/11/16,7/5/17,6/20/17,no,"(40.71147848504298, -74.00117092887693)"
Westchester,,31-37,Pearl St,Port Chester ,10573,2116,Refrigeration,Frick,IDC1224-775-60,718.8,Tonnage,12/2/13,7/13/17,7/13/17,7/13/17,no,"(41.000857392, -73.666236081)"
Broome,,15,Mills Avenue,Endicott,13760,5150,Refrigeration,Evapco West,AT 12123,300,Tonnage,12/2/13,9/10/15,9/10/15,,no,"(42.096343031, -76.077760794)"
New York,Manhattan,545,First Avenue,New York,10016,814,Air Conditioning,Baltimore Air Coil,NC,250,Tonnage,12/4/13,11/8/16,,12/19/16,no,"(40.742346011, -73.974867713)"
New York,Manhattan,135,West 30th St,New York,10001,8975,Air Conditioning,Evapco,UT-215-69,357,Tonnage,12/5/13,4/17/17,8/30/17,7/5/17,no,"(40.74810063775142, -73.99129200885389)"
Albany,,1203,Troy-Schenectady Road,Latham,12110,3790,Air Conditioning,Baltimore Aircoil Co.,FXV-0809B-30T,420,,12/7/13,4/11/16,5/16/16,4/11/17,no,"(42.771948189, -73.823109094)"
Monroe,,500,Wegmans Market St.,Rochester,14624,3787,Refrigeration,Vilter BAC,Vc1-N470,399,Tonnage,12/11/13,8/28/17,8/18/17,8/24/17,no,"(43.120701013, -77.696941503)"
Monroe,,500,Wegmans Market St.,Rochester,14624,3793,Refrigeration,Vilter BAC,Vc1-N471,399,Tonnage,12/11/13,8/28/17,8/18/17,8/24/17,no,"(43.120701013, -77.696941503)"
Westchester,,31-37,Pearl St,Port Chester ,10573,1755,Refrigeration,Frick,IDC 1224-775-60,718.8,Tonnage,12/12/13,7/13/17,7/13/17,7/13/17,no,"(41.000857392, -73.666236081)"
Westchester,,111,Fairview Park Drive,Elmsford,10523,4046,Refrigeration,Evapco,AT-112-318,85,Tonnage,12/12/13,2/16/17,3/24/17,5/10/17,no,"(41.070449411, -73.823729403)"
Westchester,,111,Fairview Park Drive,Elmsford,10523,4066,Refrigeration,Evapco,ATC-1915,614,Tonnage,12/12/13,2/16/17,3/24/17,5/10/17,no,"(41.070449411, -73.823729403)"
New York,Manhattan,575,Lexington Avenue,New York,10022,3357,Air Conditioning,Marley,NC8413SLN3SG,600,Tonnage,12/14/13,7/18/17,5/8/17,4/11/17,no,"(40.757321015, -73.971589543)"
New York,Manhattan,575,Lexington Avenue,New York,10022,3389,Air Conditioning,Marley,NC8413SLN3SG,600,Tonnage,12/14/13,7/18/17,5/8/17,4/11/17,no,"(40.757321015, -73.971589543)"
New York,Manhattan,575,Lexington Avenue,New York,10022,3400,Air Conditioning,Marley,NC8413SLN3SG,600,Tonnage,12/14/13,7/18/17,5/8/17,4/11/17,no,"(40.757321015, -73.971589543)"
Kings,Brooklyn,214,Third St,Brooklyn,11215,982,Air Conditioning,Marley,AV6104,,BTU,12/17/13,8/11/15,8/11/15,8/11/15,no,"(40.675309288, -73.988606779)"
Monroe,,144,Exchange Boulevard,Rochester,14614,9146,Air Conditioning,Baltimore Air Coil,vf1-048-21 mh,48,Tonnage,12/18/13,,,,no,"(43.15265983312401, -77.61091726635712)"
New York,Manhattan,1410,Pelham Pkwy South,Bronx,10461,2911,Other,Marley Tower SPX NC 8403 (Kennedy Building),NC 8403,300,Tonnage,12/28/13,11/1/16,10/28/16,8/23/16,no,"(40.857339594, -73.846261494)"
Tompkins,,161,Synchrotron Dr,Ithaca,14853,1120,Other,Baltimore Air Coil,VT1-N255-P,360,Tonnage,12/31/13,6/8/17,8/8/17,6/8/17,no,"(42.444942225, -76.474038545)"
Westchester,,1,Shady Lane Farm Rd,Ossining,10562,1025,Air Conditioning,BAC Baltimore Aircoil Company,3618C-2,618,Tonnage,1/1/14,6/22/17,6/22/17,6/21/17,no,"(41.189747262, -73.863650409)"
Suffolk,,44,Circle Road,Stony Brook,11790,1173,Refrigeration,Baltimore Air Coil,VF1- 027-22J,28,Tonnage,1/1/14,7/5/17,7/3/17,7/5/17,no,"(40.914044334532186, -73.11915697117696)"
Erie,,199,Scott Street,Buffalo,14204,1287,Air Conditioning,BAC,FXV_0812B-20D-0,163,Tonnage,1/1/14,6/8/17,8/9/17,6/19/17,no,"(42.87582114, -78.86942241)"
Erie,,310,Commerce Drive,Amherst,14228,2063,Other,BAC,11111,200,Tonnage,1/1/14,8/28/17,8/28/17,7/25/17,no,"(43.027294395628964, -78.80912908407936)"
New York,Manhattan,445,east 86th st,ny,10028,4145,Air Conditioning,EVAPCO,AT8-181-25AP,973000,BTU,1/1/14,,,,no,"(40.776326931, -73.947649129)"
Broome,,662,East Drive,Vestal ,13850,4187,Air Conditioning,Baltimore Air Coil,3725C,900,Tonnage,1/1/14,8/24/16,9/8/15,9/22/16,no,"(42.086271127, -76.051208991)"
New York,Manhattan,32,Sixth Ave.,NY,11356,4345,Air Conditioning,BAC,VFL-964-PL,,BTU,1/1/14,,12/28/16,11/23/16,no,"(40.791430999, -73.849067239)"
Onondaga,,1000,Irving Ave,Syracuse,13210,5273,Air Conditioning,BAC,15146,148,Tonnage,1/1/14,6/14/17,6/14/17,4/27/17,no,"(43.035409123, -76.138611974)"
Allegany,,10,Upper College Dr,Alfred,14802,5491,Air Conditioning,AAon,LL-120-3-0-BCOA-000,120,Tonnage,1/1/14,6/9/17,6/9/17,6/9/17,no,"(42.258725409081556, -77.79113457498917)"
New York,Manhattan,50,United Nations Plaza,New York,10017,8870,Refrigeration,Marley,MD5010,,BTU,1/1/14,8/31/15,,,no,"(40.74994053417549, -73.96836303306415)"
Nassau,,380,North Broadway,Jericho,11753,9474,Air Conditioning,Baltimore Aircoil,15177,177,Tonnage,1/1/14,7/27/17,7/27/17,7/27/17,no,"(40.782216912329254, -73.53280914675413)"
Nassau,,875,Merrick Avenue,Westbury,11590,9475,Air Conditioning,Baltimore Air Coil,VTO-52-JL,100,Tonnage,1/1/14,4/13/16,,4/13/16,no,"(40.746093741415684, -73.58786931584102)"
Westchester,,1,old albany post road,Ossining,10562,10142,Air Conditioning,Baltimore Aircoil Company,3618c-2,1200,Tonnage,1/1/14,10/13/16,10/13/16,9/21/16,no,"(41.18404277148331, -73.86889852961379)"
Niagara,,34,Chestnut st,Lockport,14094,10322,Refrigeration,Evapco,AT-19-811 cooling tower,85,Tonnage,1/1/14,7/19/17,7/19/17,7/19/17,no,"(43.17238870461281, -78.68878778385605)"
New York,Manhattan,2475,St Raymonds Avenue,Bronx,10461,3076,Other,Marley,A0496KIQAS,,BTU,1/10/14,4/12/17,7/3/17,4/12/17,no,"(40.84044774238883, -73.84834589591136)"
Onondaga,,488,State Route 5,Elbridge,13060,1478,Air Conditioning,Evapco,AT 112-018L,500,Tonnage,1/15/14,1/9/17,5/11/17,6/22/17,no,"(43.030341107, -76.468644933)"
Onondaga,,488,State Route 5,Elbridge,13060,1480,Other,Evapco,AT 112-018L,500,Tonnage,1/15/14,1/9/17,5/11/17,6/22/17,no,"(43.030341107, -76.468644933)"
Onondaga,,488,State Route 5,Elbridge,13060,1485,Air Conditioning,Evapco,AT 112-018L,500,Tonnage,1/15/14,1/9/17,5/11/17,6/22/17,no,"(43.030341107, -76.468644933)"
New York,Manhattan,237 West 54th Street,W 54th St,New York,10019,9129,Air Conditioning,Baltimore Aircoil Company,VT1-415-SMX,365,Tonnage,1/20/14,4/4/16,,,no,"(40.76417959398837, -73.98266182462606)"
Richmond,Staten Island,4435,Victory Boulevard,STATEN ISLAND,10314,369,Other,Baltimore Aircoil Company,S3E-1222-070,,BTU,1/30/14,8/12/15,,,no,"(40.587008221, -74.199076821)"
Richmond,Staten Island,4435,Victory Blvd,Staten Island,10314,8285,Other,Baltimore AIrcoil Company,S3E-1222-070,,BTU,1/30/14,12/18/15,12/18/15,12/18/15,no,"(40.587016445880224, -74.1990783239925)"
New York,Manhattan,345,West 145th Street,New York,10031,9825,Air Conditioning,Marley/SPX Cooling Tower,M5121-010,765000,BTU,1/31/14,6/8/17,6/8/17,8/24/17,no,"(40.82407670150801, -73.94443026458838)"
New York,Manhattan,431,7th Ave,New York,10001,1508,Air Conditioning,Marley Acquatower,AQ492D1GAF,22,Tonnage,2/1/14,,,,no,"(40.750595513, -73.990692315)"
Niagara,,22,Acheson Dr.,Niagara Falls,14303,7695,Other,Baltimore Air Coil,VT1-N220-00,300,Tonnage,2/1/14,4/26/17,5/10/17,4/26/17,no,"(43.0792968333304, -79.04135977718617)"
Suffolk,,270,Park Avenue,Huntington,11743,8785,Air Conditioning,COOL WATER TECHNOLOGIES,RTCH-1-10,7,Tonnage,2/3/14,6/28/17,6/28/17,6/27/17,no,"(40.879427674581905, -73.41603695998505)"
New York,Manhattan,132,West 22nd Street,New York,10011,7789,Air Conditioning,EVAVPCO,LSTA 4-123,300,Tonnage,2/14/14,2/14/14,,,no,"(40.742731946927705, -73.99469489029864)"
